"transactionid";"customerid";"productid";"transactiondate";"quantity";"totalamount"
517;2414;169;"2026-02-06 00:00:00";4;878.44
518;832;354;"2025-11-02 00:00:00";1;34.16
519;588;63;"2026-02-24 00:00:00";3;1200.51
520;2353;418;"2025-06-17 00:00:00";2;207.78
521;230;84;"2025-05-17 00:00:00";5;1232.75
522;980;128;"2025-04-21 00:00:00";3;1011.18
523;254;24;"2025-09-30 00:00:00";4;1831.4
524;1661;420;"2025-05-21 00:00:00";4;1039.76
525;2592;20;"2026-04-03 00:00:00";2;619.92
526;613;134;"2025-10-28 00:00:00";1;197.52
527;258;95;"2025-05-01 00:00:00";2;390.76
528;776;493;"2026-02-22 00:00:00";3;916.11
529;2346;108;"2025-11-19 00:00:00";3;1399.89
530;2081;289;"2025-10-08 00:00:00";1;91.87
531;1927;55;"2025-08-17 00:00:00";4;761.16
532;1456;353;"2026-03-25 00:00:00";4;1236.72
533;1022;46;"2025-05-09 00:00:00";3;967.74
534;2626;196;"2025-10-18 00:00:00";2;37.66
535;727;70;"2025-08-25 00:00:00";4;519.64
536;1835;479;"2025-11-09 00:00:00";1;155.57
537;336;373;"2025-06-21 00:00:00";4;1179.76
538;1171;297;"2025-10-28 00:00:00";2;433.14
539;527;239;"2026-03-09 00:00:00";2;427.78
540;1452;66;"2025-04-15 00:00:00";1;443.7
541;704;487;"2026-01-02 00:00:00";5;1033.75
542;251;124;"2025-11-20 00:00:00";3;695.34
543;2970;426;"2025-11-13 00:00:00";5;2036.65
544;1417;47;"2026-01-03 00:00:00";4;1763.48
545;2319;230;"2025-12-16 00:00:00";2;878.44
546;1475;119;"2025-05-28 00:00:00";1;369.31
547;1323;420;"2025-11-20 00:00:00";1;259.94
548;1980;106;"2026-04-02 00:00:00";4;599.4
549;2119;221;"2026-01-29 00:00:00";2;213.0
550;2812;480;"2025-11-15 00:00:00";4;340.24
551;1164;113;"2025-11-01 00:00:00";4;1334.68
552;2553;320;"2025-07-26 00:00:00";1;58.08
553;1790;81;"2025-07-15 00:00:00";1;305.0
554;1541;71;"2025-04-16 00:00:00";2;829.46
555;1032;268;"2025-07-21 00:00:00";5;932.1
556;442;340;"2025-08-29 00:00:00";5;1407.5
557;1720;362;"2025-11-24 00:00:00";2;443.28
558;1043;49;"2026-03-30 00:00:00";2;978.44
559;1801;497;"2025-11-26 00:00:00";5;248.8
560;1684;449;"2025-10-12 00:00:00";2;291.22
561;527;483;"2025-04-11 00:00:00";2;609.88
562;1049;112;"2025-06-25 00:00:00";3;1044.54
563;1256;394;"2025-04-26 00:00:00";5;662.45
564;2286;289;"2025-05-19 00:00:00";3;275.61
565;2757;282;"2026-03-08 00:00:00";2;108.16
566;2931;151;"2025-08-07 00:00:00";1;251.09
567;2990;329;"2026-03-31 00:00:00";3;1201.68
568;1844;7;"2025-11-12 00:00:00";2;574.36
569;1833;26;"2025-04-09 00:00:00";2;814.14
570;1593;494;"2025-12-14 00:00:00";1;126.91
571;655;267;"2025-09-11 00:00:00";2;149.56
572;867;398;"2025-12-05 00:00:00";4;905.8
573;1871;303;"2025-06-05 00:00:00";4;221.84
574;2877;425;"2025-10-28 00:00:00";4;1515.44
575;2376;358;"2025-06-09 00:00:00";3;1132.05
576;2970;482;"2025-07-11 00:00:00";2;443.92
577;1034;209;"2025-10-02 00:00:00";5;1095.15
578;1845;445;"2025-10-06 00:00:00";3;38.25
579;676;163;"2025-07-28 00:00:00";5;1971.15
580;1009;27;"2025-04-17 00:00:00";2;320.76
581;1156;168;"2025-04-06 00:00:00";3;1061.91
582;2648;368;"2026-03-07 00:00:00";3;212.31
583;494;127;"2026-03-16 00:00:00";3;934.95
584;2840;21;"2025-09-13 00:00:00";3;290.01
585;2436;52;"2025-06-10 00:00:00";5;740.65
586;1082;157;"2025-11-03 00:00:00";4;1782.8
587;15;424;"2026-03-15 00:00:00";1;223.95
588;1978;327;"2026-03-10 00:00:00";3;1389.69
589;2506;283;"2025-09-18 00:00:00";4;1826.84
590;2123;228;"2025-10-27 00:00:00";1;316.71
591;6;135;"2025-06-06 00:00:00";3;586.2
592;821;342;"2025-07-14 00:00:00";4;1957.72
593;1899;189;"2025-11-28 00:00:00";2;557.2
594;2117;78;"2025-08-04 00:00:00";3;1321.11
595;829;445;"2026-02-20 00:00:00";4;51.0
596;1784;337;"2026-02-11 00:00:00";1;39.81
597;2441;227;"2025-07-25 00:00:00";5;2334.6
598;2439;221;"2025-07-03 00:00:00";2;213.0
599;159;380;"2025-11-03 00:00:00";2;43.28
600;1509;71;"2025-09-14 00:00:00";2;829.46
601;1482;140;"2026-02-24 00:00:00";1;462.55
602;925;126;"2025-12-11 00:00:00";3;1327.47
603;1601;184;"2026-01-23 00:00:00";2;660.76
604;2609;412;"2025-12-11 00:00:00";4;757.32
605;1234;454;"2026-02-24 00:00:00";4;339.0
606;1626;310;"2025-05-16 00:00:00";4;67.56
607;2376;55;"2025-06-04 00:00:00";3;570.87
608;865;480;"2025-04-19 00:00:00";5;425.3
609;1761;419;"2025-06-22 00:00:00";1;155.96
610;2937;277;"2025-12-21 00:00:00";4;914.28
611;2334;66;"2025-06-18 00:00:00";4;1774.8
612;1059;191;"2025-11-23 00:00:00";2;237.34
613;1763;340;"2025-11-06 00:00:00";3;844.5
614;897;218;"2025-05-13 00:00:00";3;287.43
615;2528;161;"2025-07-15 00:00:00";1;396.76
616;251;493;"2026-03-18 00:00:00";2;610.74
617;2024;472;"2026-02-28 00:00:00";3;1074.27
618;1409;429;"2025-05-24 00:00:00";5;1971.85
619;833;79;"2025-09-28 00:00:00";3;1009.62
620;741;10;"2025-05-23 00:00:00";3;1278.0
621;1703;486;"2025-09-06 00:00:00";4;66.88
622;2373;214;"2025-12-03 00:00:00";2;190.2
623;1417;246;"2025-08-16 00:00:00";1;249.8
624;595;136;"2025-06-22 00:00:00";2;103.18
625;2826;354;"2025-08-29 00:00:00";3;102.48
626;1119;81;"2025-05-11 00:00:00";4;1220.0
627;516;140;"2025-05-30 00:00:00";1;462.55
628;98;442;"2026-02-15 00:00:00";3;539.7
629;211;110;"2026-01-29 00:00:00";4;137.8
630;1128;3;"2025-10-19 00:00:00";4;945.76
631;862;18;"2025-11-03 00:00:00";5;1785.95
632;47;450;"2025-04-08 00:00:00";5;853.4
633;2075;157;"2025-06-24 00:00:00";2;891.4
634;1202;180;"2025-04-23 00:00:00";4;1341.28
635;1389;38;"2025-07-06 00:00:00";5;1373.25
636;2630;161;"2025-06-28 00:00:00";5;1983.8
637;2867;250;"2025-04-07 00:00:00";1;133.8
638;1521;196;"2026-03-23 00:00:00";4;75.32
639;1760;265;"2025-12-26 00:00:00";5;2420.8
640;1036;417;"2025-09-11 00:00:00";5;1996.5
641;1271;18;"2025-09-03 00:00:00";4;1428.76
642;199;102;"2025-09-12 00:00:00";2;930.9
643;1892;171;"2025-05-21 00:00:00";2;73.96
644;1041;260;"2025-05-13 00:00:00";3;1219.26
645;1358;470;"2025-05-07 00:00:00";2;993.28
646;2324;294;"2026-03-20 00:00:00";3;20.73
647;574;41;"2025-11-07 00:00:00";4;749.44
648;2214;35;"2026-01-12 00:00:00";5;213.2
649;2653;66;"2025-09-06 00:00:00";1;443.7
650;1416;205;"2026-01-03 00:00:00";1;477.28
651;376;426;"2025-11-26 00:00:00";4;1629.32
652;1611;323;"2025-11-07 00:00:00";5;1653.95
653;896;220;"2025-10-06 00:00:00";5;171.25
654;1741;336;"2025-04-09 00:00:00";3;92.19
655;455;204;"2025-06-02 00:00:00";5;954.5
656;34;435;"2025-11-10 00:00:00";2;851.88
657;2255;463;"2025-05-18 00:00:00";3;306.87
658;1319;134;"2026-01-26 00:00:00";1;197.52
659;174;9;"2025-11-06 00:00:00";4;550.08
660;993;271;"2026-01-23 00:00:00";3;1112.88
661;2627;258;"2025-11-11 00:00:00";5;1521.2
662;192;462;"2025-04-10 00:00:00";5;58.15
663;2809;122;"2025-06-15 00:00:00";3;1329.06
664;2149;74;"2025-10-05 00:00:00";4;1266.68
665;845;135;"2026-03-04 00:00:00";4;781.6
666;57;267;"2025-10-23 00:00:00";2;149.56
667;145;316;"2026-01-01 00:00:00";5;2198.65
668;1123;196;"2026-01-09 00:00:00";3;56.49
669;1310;157;"2025-09-14 00:00:00";3;1337.1
670;551;121;"2025-11-15 00:00:00";5;1475.8
671;1438;299;"2025-10-18 00:00:00";3;33.93
672;230;106;"2025-09-06 00:00:00";5;749.25
673;1325;192;"2025-11-06 00:00:00";4;1166.52
674;725;412;"2026-02-13 00:00:00";4;757.32
675;906;131;"2025-09-19 00:00:00";5;627.75
676;809;191;"2026-02-09 00:00:00";3;356.01
677;1620;126;"2025-08-18 00:00:00";3;1327.47
678;1913;315;"2025-07-05 00:00:00";2;744.94
679;2273;121;"2025-09-04 00:00:00";5;1475.8
680;2353;56;"2025-06-15 00:00:00";1;5.29
681;1048;204;"2025-10-17 00:00:00";2;381.8
682;2208;92;"2025-06-01 00:00:00";2;471.62
683;2799;80;"2025-05-20 00:00:00";1;77.46
684;184;335;"2026-01-19 00:00:00";2;785.48
685;2046;455;"2025-09-19 00:00:00";5;1747.15
686;1259;99;"2025-08-21 00:00:00";1;190.51
687;2951;86;"2025-05-12 00:00:00";2;440.78
688;1409;15;"2025-08-25 00:00:00";1;135.21
689;1212;379;"2025-08-26 00:00:00";3;1174.35
690;1625;185;"2025-12-26 00:00:00";5;1160.45
691;12;331;"2025-04-13 00:00:00";5;987.1
692;1386;404;"2026-03-30 00:00:00";4;651.68
693;1839;16;"2025-08-17 00:00:00";1;286.67
694;887;273;"2025-06-17 00:00:00";4;1324.24
695;1945;223;"2026-02-16 00:00:00";1;284.44
696;940;302;"2026-02-05 00:00:00";1;423.04
697;47;71;"2025-04-14 00:00:00";5;2073.65
698;2627;15;"2025-08-05 00:00:00";1;135.21
699;453;292;"2025-04-25 00:00:00";1;235.81
700;2044;109;"2025-07-28 00:00:00";3;1347.6
701;1029;133;"2025-12-30 00:00:00";5;1406.25
702;363;128;"2025-04-23 00:00:00";3;1011.18
703;273;305;"2026-01-10 00:00:00";1;303.44
704;1144;345;"2026-03-08 00:00:00";1;300.68
705;1118;37;"2025-12-20 00:00:00";2;46.86
706;696;500;"2025-06-05 00:00:00";3;779.55
707;1348;138;"2025-08-26 00:00:00";3;1323.93
708;633;317;"2026-03-16 00:00:00";2;706.8
709;141;105;"2026-03-19 00:00:00";3;1374.57
710;1769;124;"2026-03-18 00:00:00";5;1158.9
711;1016;323;"2025-06-13 00:00:00";2;661.58
712;2372;320;"2025-11-13 00:00:00";1;58.08
713;1628;444;"2025-04-18 00:00:00";5;887.75
714;2888;137;"2025-11-27 00:00:00";3;1342.65
715;2619;159;"2025-12-16 00:00:00";1;480.03
716;460;271;"2025-10-29 00:00:00";2;741.92
717;1379;236;"2026-02-23 00:00:00";3;617.55
718;15;304;"2025-12-27 00:00:00";2;173.5
719;757;492;"2025-08-29 00:00:00";5;66.5
720;2476;282;"2025-12-01 00:00:00";5;270.4
721;272;393;"2025-08-15 00:00:00";4;974.0
722;892;412;"2025-12-19 00:00:00";3;567.99
723;1708;4;"2025-06-03 00:00:00";3;579.3
724;519;187;"2026-02-18 00:00:00";1;385.15
725;2102;407;"2025-07-23 00:00:00";1;55.99
726;535;74;"2025-04-16 00:00:00";2;633.34
727;1;214;"2025-07-24 00:00:00";1;95.1
728;2699;356;"2025-11-28 00:00:00";3;280.08
729;1608;374;"2026-03-22 00:00:00";4;619.88
730;990;312;"2025-07-28 00:00:00";1;159.06
731;1119;401;"2026-03-26 00:00:00";5;166.9
732;715;20;"2026-01-03 00:00:00";3;929.88
733;242;241;"2025-07-17 00:00:00";1;28.52
734;797;460;"2025-12-16 00:00:00";4;675.28
735;2305;168;"2026-03-20 00:00:00";1;353.97
736;1147;361;"2025-09-11 00:00:00";5;2476.45
737;1205;249;"2025-06-23 00:00:00";3;747.39
738;2820;228;"2025-09-03 00:00:00";5;1583.55
739;2229;273;"2026-02-11 00:00:00";1;331.06
740;2092;26;"2025-12-18 00:00:00";1;407.07
741;274;226;"2025-10-25 00:00:00";1;66.45
742;2574;3;"2025-04-25 00:00:00";1;236.44
743;2902;235;"2025-07-20 00:00:00";1;309.05
744;1666;284;"2025-08-07 00:00:00";4;1755.92
745;1917;26;"2026-03-26 00:00:00";3;1221.21
746;990;385;"2025-08-03 00:00:00";4;1559.4
747;372;93;"2025-06-24 00:00:00";3;749.73
748;458;381;"2026-03-05 00:00:00";1;236.68
749;2236;91;"2025-11-02 00:00:00";2;604.26
750;1337;193;"2025-05-11 00:00:00";3;944.88
751;1048;353;"2026-01-04 00:00:00";3;927.54
752;2585;498;"2025-05-20 00:00:00";5;1107.0
753;1433;41;"2025-07-25 00:00:00";2;374.72
754;1486;161;"2025-05-03 00:00:00";3;1190.28
755;2916;486;"2025-07-08 00:00:00";5;83.6
756;1136;361;"2025-10-25 00:00:00";3;1485.87
757;2038;163;"2025-12-26 00:00:00";4;1576.92
758;2895;379;"2025-04-13 00:00:00";2;782.9
759;628;452;"2026-02-16 00:00:00";2;715.74
760;1821;210;"2025-11-12 00:00:00";1;463.74
761;294;244;"2025-06-17 00:00:00";1;323.1
762;738;218;"2025-07-26 00:00:00";1;95.81
763;2152;24;"2026-03-01 00:00:00";5;2289.25
764;1969;258;"2026-01-25 00:00:00";2;608.48
765;973;191;"2025-11-07 00:00:00";4;474.68
766;2164;193;"2026-02-14 00:00:00";4;1259.84
767;956;302;"2025-10-07 00:00:00";1;423.04
768;852;275;"2026-01-22 00:00:00";4;128.52
769;2238;332;"2025-06-02 00:00:00";2;391.78
770;2544;48;"2025-09-18 00:00:00";5;1682.15
771;882;415;"2026-01-28 00:00:00";2;340.44
772;767;335;"2026-04-05 00:00:00";1;392.74
773;629;283;"2025-09-13 00:00:00";5;2283.55
774;2923;238;"2025-06-23 00:00:00";2;475.64
775;2467;377;"2025-08-07 00:00:00";3;481.68
776;2858;38;"2025-11-02 00:00:00";3;823.95
777;2394;455;"2025-05-29 00:00:00";1;349.43
778;274;119;"2026-03-08 00:00:00";4;1477.24
779;233;349;"2025-08-09 00:00:00";5;1932.0
780;640;405;"2025-08-22 00:00:00";3;1046.37
781;2253;446;"2026-01-30 00:00:00";3;976.68
782;2190;231;"2025-04-10 00:00:00";1;87.92
783;1131;461;"2025-07-06 00:00:00";2;126.64
784;1603;404;"2026-02-01 00:00:00";4;651.68
785;55;410;"2025-12-22 00:00:00";5;2244.9
786;1515;27;"2025-05-11 00:00:00";3;481.14
787;2798;246;"2026-04-04 00:00:00";2;499.6
788;2373;440;"2026-01-05 00:00:00";5;2148.65
789;1596;85;"2025-11-24 00:00:00";4;1677.68
790;1752;21;"2025-06-15 00:00:00";4;386.68
791;1814;334;"2025-12-10 00:00:00";2;52.68
792;946;281;"2025-12-05 00:00:00";3;1305.0
793;2291;399;"2026-01-28 00:00:00";4;85.0
794;1463;140;"2025-06-30 00:00:00";4;1850.2
795;1988;356;"2025-12-23 00:00:00";1;93.36
796;2127;130;"2025-09-27 00:00:00";5;612.25
797;542;303;"2025-05-27 00:00:00";5;277.3
798;1362;426;"2025-12-21 00:00:00";2;814.66
799;2519;211;"2025-08-27 00:00:00";3;955.89
800;2859;405;"2025-10-01 00:00:00";5;1743.95
801;1887;426;"2025-05-10 00:00:00";2;814.66
802;363;204;"2026-01-01 00:00:00";4;763.6
803;1227;251;"2025-07-25 00:00:00";1;30.84
804;792;318;"2025-11-29 00:00:00";4;1430.52
805;1669;97;"2025-09-14 00:00:00";1;249.62
806;2094;254;"2026-02-13 00:00:00";5;600.85
807;1851;177;"2025-08-13 00:00:00";4;490.76
808;1577;264;"2025-07-16 00:00:00";1;20.96
809;1418;204;"2026-02-01 00:00:00";5;954.5
810;825;296;"2026-03-05 00:00:00";5;1446.8
811;2972;219;"2025-11-07 00:00:00";2;504.6
812;142;241;"2025-09-05 00:00:00";1;28.52
813;2840;323;"2025-04-15 00:00:00";4;1323.16
814;235;211;"2025-08-28 00:00:00";2;637.26
815;2177;240;"2025-10-09 00:00:00";3;1487.31
816;1576;396;"2025-11-03 00:00:00";1;443.2
817;1668;25;"2025-11-29 00:00:00";5;1420.75
818;167;355;"2025-05-19 00:00:00";2;888.02
819;322;9;"2026-02-15 00:00:00";2;275.04
820;2675;331;"2026-03-16 00:00:00";2;394.84
821;2831;176;"2026-03-23 00:00:00";2;69.88
822;1067;232;"2026-01-14 00:00:00";4;1539.48
823;1787;105;"2025-04-30 00:00:00";4;1832.76
824;836;79;"2025-06-14 00:00:00";1;336.54
825;2465;119;"2025-08-29 00:00:00";4;1477.24
826;1380;419;"2025-09-12 00:00:00";2;311.92
827;1265;205;"2025-12-10 00:00:00";1;477.28
828;426;454;"2026-02-02 00:00:00";1;84.75
829;343;375;"2025-12-08 00:00:00";4;1565.4
830;2301;370;"2025-04-22 00:00:00";3;629.94
831;1779;111;"2025-10-24 00:00:00";1;352.18
832;634;465;"2025-06-23 00:00:00";1;469.77
833;2558;209;"2025-11-09 00:00:00";1;219.03
834;2647;214;"2025-11-10 00:00:00";3;285.3
835;400;305;"2025-12-06 00:00:00";4;1213.76
836;2808;429;"2025-09-20 00:00:00";2;788.74
837;132;135;"2025-12-12 00:00:00";2;390.8
838;2463;244;"2026-03-04 00:00:00";1;323.1
839;2438;325;"2026-01-30 00:00:00";2;433.8
840;2309;59;"2025-08-03 00:00:00";4;37.36
841;1414;283;"2025-05-06 00:00:00";2;913.42
842;138;496;"2025-07-16 00:00:00";1;498.26
843;796;370;"2025-05-14 00:00:00";5;1049.9
844;1850;443;"2025-10-25 00:00:00";2;449.94
845;2020;359;"2025-11-23 00:00:00";5;1007.25
846;837;188;"2025-05-02 00:00:00";1;172.48
847;1549;190;"2025-08-19 00:00:00";4;1661.44
848;939;189;"2025-06-23 00:00:00";4;1114.4
849;2643;199;"2025-12-17 00:00:00";2;25.42
850;929;77;"2026-02-01 00:00:00";2;178.78
851;1088;295;"2026-01-05 00:00:00";1;498.62
852;1932;438;"2026-01-19 00:00:00";1;63.26
853;2919;279;"2025-06-01 00:00:00";2;242.88
854;2189;291;"2025-07-22 00:00:00";2;16.84
855;605;217;"2025-07-11 00:00:00";2;374.4
856;2090;253;"2025-06-19 00:00:00";5;1501.65
857;2057;45;"2025-10-24 00:00:00";4;1926.32
858;1597;193;"2025-11-27 00:00:00";4;1259.84
859;1376;307;"2025-06-04 00:00:00";4;1585.48
860;1941;64;"2025-10-30 00:00:00";4;80.32
861;79;404;"2025-04-12 00:00:00";4;651.68
862;1692;332;"2025-05-19 00:00:00";2;391.78
863;646;29;"2025-04-10 00:00:00";3;476.4
864;2024;387;"2025-06-28 00:00:00";1;467.24
865;1569;220;"2025-07-02 00:00:00";1;34.25
866;711;154;"2026-03-17 00:00:00";3;1210.17
867;59;192;"2025-12-23 00:00:00";3;874.89
868;1320;147;"2025-12-28 00:00:00";3;896.37
869;2608;226;"2025-11-18 00:00:00";3;199.35
870;371;119;"2026-02-26 00:00:00";3;1107.93
871;319;488;"2025-10-26 00:00:00";3;78.96
872;2087;226;"2026-03-24 00:00:00";4;265.8
873;951;81;"2025-05-12 00:00:00";3;915.0
874;2486;456;"2025-08-30 00:00:00";1;456.02
875;243;98;"2025-04-26 00:00:00";2;59.3
876;1553;463;"2026-04-02 00:00:00";3;306.87
877;465;113;"2025-07-25 00:00:00";2;667.34
878;433;307;"2026-02-23 00:00:00";4;1585.48
879;2286;122;"2025-11-25 00:00:00";2;886.04
880;509;423;"2026-02-28 00:00:00";3;1258.47
881;2482;419;"2025-05-08 00:00:00";4;623.84
882;1854;337;"2025-12-14 00:00:00";5;199.05
883;1841;495;"2025-06-19 00:00:00";2;846.54
884;599;140;"2026-01-11 00:00:00";2;925.1
885;827;410;"2025-06-15 00:00:00";2;897.96
886;1307;281;"2026-03-19 00:00:00";1;435.0
887;1557;323;"2025-10-08 00:00:00";3;992.37
888;1114;379;"2025-09-09 00:00:00";2;782.9
889;2624;163;"2025-09-14 00:00:00";2;788.46
890;704;107;"2026-02-18 00:00:00";1;57.7
891;1646;327;"2026-01-25 00:00:00";2;926.46
892;1248;294;"2026-02-03 00:00:00";1;6.91
893;1577;82;"2026-03-23 00:00:00";5;99.55
894;2290;183;"2026-01-15 00:00:00";1;467.3
895;781;475;"2025-11-12 00:00:00";1;298.5
896;2995;19;"2025-08-28 00:00:00";2;987.98
897;1913;247;"2026-03-10 00:00:00";2;524.0
898;1928;490;"2025-07-04 00:00:00";2;576.18
899;541;189;"2026-04-03 00:00:00";5;1393.0
900;2493;241;"2025-12-25 00:00:00";5;142.6
901;1827;116;"2025-06-03 00:00:00";5;2279.1
902;1481;286;"2025-11-12 00:00:00";4;1537.48
903;329;126;"2025-10-04 00:00:00";5;2212.45
904;746;144;"2026-03-09 00:00:00";5;942.8
905;1214;223;"2025-10-14 00:00:00";3;853.32
906;2599;287;"2025-04-25 00:00:00";4;1948.2
907;184;27;"2025-06-19 00:00:00";5;801.9
908;2628;177;"2026-01-12 00:00:00";3;368.07
909;1459;129;"2025-08-05 00:00:00";1;108.24
910;1462;231;"2025-12-30 00:00:00";5;439.6
911;1995;271;"2025-10-28 00:00:00";4;1483.84
912;137;381;"2026-02-25 00:00:00";3;710.04
913;994;469;"2025-05-19 00:00:00";5;25.5
914;1838;479;"2026-03-08 00:00:00";1;155.57
915;368;400;"2025-04-21 00:00:00";5;1090.4
916;188;10;"2025-08-05 00:00:00";5;2130.0
917;1679;207;"2025-10-06 00:00:00";2;786.46
918;1369;61;"2026-03-03 00:00:00";1;10.36
919;1522;487;"2025-10-18 00:00:00";3;620.25
920;2195;148;"2025-07-18 00:00:00";2;352.4
921;2774;101;"2026-01-06 00:00:00";3;269.76
922;2771;127;"2026-04-02 00:00:00";1;311.65
923;2347;374;"2025-07-20 00:00:00";5;774.85
924;2320;368;"2025-12-20 00:00:00";2;141.54
925;1785;380;"2025-04-20 00:00:00";1;21.64
926;2966;53;"2026-03-03 00:00:00";4;982.2
927;1604;143;"2025-08-25 00:00:00";2;169.36
928;2841;126;"2025-05-05 00:00:00";3;1327.47
929;17;402;"2025-07-09 00:00:00";4;918.56
930;479;131;"2025-04-11 00:00:00";3;376.65
931;2787;335;"2025-10-24 00:00:00";2;785.48
932;2304;269;"2025-04-17 00:00:00";2;211.68
933;2961;394;"2025-12-31 00:00:00";5;662.45
934;2171;190;"2025-06-25 00:00:00";1;415.36
935;2957;385;"2026-01-01 00:00:00";2;779.7
936;553;458;"2026-02-17 00:00:00";4;170.12
937;2134;71;"2025-04-13 00:00:00";3;1244.19
938;2519;310;"2025-08-28 00:00:00";1;16.89
939;1439;120;"2025-08-22 00:00:00";2;459.14
940;1983;364;"2026-01-06 00:00:00";4;715.56
941;1603;217;"2025-08-29 00:00:00";4;748.8
942;2664;237;"2025-07-08 00:00:00";5;783.85
943;2409;127;"2025-05-02 00:00:00";3;934.95
944;2474;292;"2026-02-26 00:00:00";5;1179.05
945;1462;2;"2025-05-14 00:00:00";2;762.6
946;1266;200;"2025-12-17 00:00:00";1;343.44
947;2282;251;"2025-07-06 00:00:00";5;154.2
948;945;40;"2025-07-05 00:00:00";2;645.16
949;2214;98;"2025-05-18 00:00:00";3;88.95
950;119;493;"2025-12-02 00:00:00";3;916.11
951;2138;154;"2026-01-23 00:00:00";5;2016.95
952;1967;23;"2026-02-08 00:00:00";3;457.89
953;1633;339;"2025-08-04 00:00:00";3;830.07
954;2003;23;"2025-09-16 00:00:00";3;457.89
955;1482;258;"2026-03-15 00:00:00";2;608.48
956;123;428;"2025-04-28 00:00:00";2;737.42
957;2621;279;"2025-11-16 00:00:00";1;121.44
958;411;160;"2025-10-27 00:00:00";4;1628.28
959;2351;79;"2025-12-05 00:00:00";1;336.54
960;2211;337;"2025-11-10 00:00:00";5;199.05
961;1478;257;"2026-02-13 00:00:00";3;450.06
962;2240;92;"2026-03-02 00:00:00";5;1179.05
963;1160;151;"2026-02-28 00:00:00";1;251.09
964;2559;108;"2025-08-06 00:00:00";4;1866.52
965;2309;500;"2026-03-10 00:00:00";1;259.85
966;2893;3;"2025-05-11 00:00:00";5;1182.2
967;2527;117;"2025-11-19 00:00:00";4;142.44
968;1531;323;"2026-03-10 00:00:00";3;992.37
969;2264;407;"2025-10-17 00:00:00";4;223.96
970;681;249;"2025-09-18 00:00:00";2;498.26
971;2892;50;"2025-05-14 00:00:00";4;1932.4
972;2600;335;"2025-11-21 00:00:00";2;785.48
973;2323;378;"2025-07-14 00:00:00";4;493.4
974;2388;342;"2025-05-12 00:00:00";4;1957.72
975;1298;495;"2025-10-31 00:00:00";4;1693.08
976;398;386;"2025-08-09 00:00:00";1;306.26
977;1519;228;"2026-03-05 00:00:00";1;316.71
978;345;273;"2025-06-07 00:00:00";5;1655.3
979;644;287;"2025-05-13 00:00:00";3;1461.15
980;427;28;"2025-06-11 00:00:00";4;1534.8
981;539;401;"2025-07-15 00:00:00";1;33.38
982;294;232;"2025-06-26 00:00:00";1;384.87
983;2670;51;"2026-01-27 00:00:00";1;414.18
984;2074;490;"2025-04-11 00:00:00";3;864.27
985;2528;468;"2025-07-07 00:00:00";3;551.43
986;424;488;"2025-07-18 00:00:00";5;131.6
987;1000;311;"2025-04-27 00:00:00";2;140.24
988;2352;133;"2026-01-17 00:00:00";4;1125.0
989;1075;12;"2026-02-10 00:00:00";4;851.92
990;1584;448;"2025-05-06 00:00:00";4;1024.44
991;2171;327;"2025-11-25 00:00:00";2;926.46
992;689;68;"2025-11-07 00:00:00";4;1111.72
993;1814;227;"2026-03-22 00:00:00";4;1867.68
994;2006;154;"2025-06-02 00:00:00";1;403.39
995;1296;252;"2026-03-26 00:00:00";3;1161.39
996;2527;64;"2026-01-28 00:00:00";5;100.4
997;810;342;"2025-11-14 00:00:00";3;1468.29
998;2018;316;"2026-02-27 00:00:00";1;439.73
999;2561;193;"2025-10-22 00:00:00";4;1259.84
1000;858;270;"2025-08-04 00:00:00";4;828.6
1001;1414;144;"2026-01-10 00:00:00";2;377.12
1002;2022;424;"2026-01-21 00:00:00";5;1119.75
1003;258;139;"2025-06-15 00:00:00";1;274.27
1004;2843;188;"2025-09-25 00:00:00";1;172.48
1005;553;177;"2025-09-18 00:00:00";5;613.45
1006;1973;494;"2025-04-12 00:00:00";2;253.82
1007;369;489;"2025-09-07 00:00:00";1;174.2
1008;792;257;"2025-07-28 00:00:00";5;750.1
1009;2554;12;"2025-06-29 00:00:00";4;851.92
1010;1492;3;"2026-01-29 00:00:00";5;1182.2
1011;461;404;"2025-12-01 00:00:00";3;488.76
1012;694;69;"2025-06-01 00:00:00";3;450.36
1013;1933;486;"2025-08-29 00:00:00";1;16.72
1014;1640;57;"2025-08-18 00:00:00";4;784.2
1015;2842;476;"2026-01-18 00:00:00";3;222.51
1016;1823;64;"2026-02-22 00:00:00";2;40.16
1017;1303;243;"2026-03-13 00:00:00";3;1072.89
1018;2944;72;"2026-01-11 00:00:00";2;116.68
1019;248;414;"2025-09-18 00:00:00";3;1182.72
1020;2532;23;"2026-03-06 00:00:00";1;152.63
1021;218;355;"2025-06-13 00:00:00";2;888.02
1022;2452;83;"2025-11-05 00:00:00";1;218.47
1023;1741;129;"2025-05-27 00:00:00";4;432.96
1024;1254;177;"2025-10-25 00:00:00";3;368.07
1025;2799;30;"2025-05-13 00:00:00";3;170.01
1026;2658;250;"2025-12-13 00:00:00";2;267.6
1027;587;184;"2025-06-20 00:00:00";2;660.76
1028;2965;349;"2025-06-21 00:00:00";2;772.8
1029;1590;36;"2026-03-27 00:00:00";3;173.01
1030;739;434;"2026-03-03 00:00:00";2;101.22
1031;529;334;"2025-04-21 00:00:00";2;52.68
1032;1478;146;"2025-08-16 00:00:00";5;1181.55
